Team1,Team2,Eff1,Eff2,Off1,Off2,Def1,Def2,SOS_Eff1,SOS_Eff2,SOS_Off1,SOS_Off2,SOS_Def1,SOS_Def2,Score1,Score2,Eff_Diff,Score_Diff,Winner
Texas Tech,Butler,13.78,17.27,113.2,118.0,99.4,100.7,10.66,8.1,110.4,108.5,99.7,100.4,61,71,-3.49,-10,1
Connecticut,Kansas,18.71,29.67,111.9,120.0,93.2,90.4,6.17,12.61,107.6,111.4,101.4,98.8,61,73,-10.96,-12,1
Villanova,Iowa,32.01,20.24,122.8,116.1,90.8,95.9,10.74,9.12,110.5,110.2,99.7,101.1,87,68,11.77,19,0
Miami FL,Wichita St.,22.44,22.53,119.4,111.3,96.9,88.7,11.67,3.61,111.6,104.8,99.9,101.2,65,57,-0.08999999999999986,8,0
Hawaii,Maryland,12.16,20.25,108.2,116.2,96.1,95.9,-2.32,8.6,102.5,109.2,104.9,100.6,60,73,-8.09,-13,1
Saint Joseph's,Oregon,15.37,22.68,114.3,119.1,98.9,96.4,4.66,9.06,107.0,109.0,102.3,100.0,64,69,-7.3100000000000005,-5,1
Oklahoma,VCU,23.78,17.07,117.9,112.1,94.1,95.0,13.05,3.82,111.5,107.3,98.5,103.5,85,81,6.710000000000001,4,0
Texas A&M,Northern Iowa,21.26,11.13,113.8,109.6,92.5,98.5,8.48,4.8,109.6,106.1,101.1,101.3,92,88,10.13,4,0
Yale,Duke,14.33,21.87,110.4,121.9,96.0,100.0,-0.85,11.23,105.5,112.0,106.4,100.7,64,71,-7.540000000000001,-7,1
North Carolina,Providence,29.82,14.49,124.4,110.0,94.6,95.5,11.45,8.93,111.7,109.5,100.2,100.6,85,66,15.33,19,0
Xavier,Wisconsin,22.52,16.55,117.1,110.1,94.6,93.6,8.16,9.57,108.2,110.3,100.0,100.7,63,66,5.969999999999999,-3,1
Stephen F. Austin,Notre Dame,15.62,16.6,112.2,120.6,96.6,104.0,-5.88,10.75,102.7,111.3,108.6,100.5,75,76,-0.9800000000000022,-1,1
Indiana,Kentucky,23.05,25.14,121.7,121.8,98.7,96.6,6.4,8.37,108.8,108.6,102.4,100.3,73,67,-2.09,6,0
Butler,Virginia,17.27,29.64,118.0,120.6,100.7,91.0,8.1,12.67,108.5,112.1,100.4,99.5,69,77,-12.370000000000001,-8,1
Middle Tennessee,Syracuse,4.76,18.57,104.6,112.7,99.9,94.1,-0.58,10.21,105.5,110.9,106.1,100.7,50,75,-13.81,-25,1
Gonzaga,Utah,20.82,16.79,116.3,115.6,95.5,98.8,3.51,9.79,107.3,109.8,103.8,100.0,82,59,4.030000000000001,23,0
Arkansas Little Rock,Iowa St.,13.24,20.95,109.2,121.2,96.0,100.3,-0.77,12.05,104.2,110.2,104.9,98.1,61,78,-7.709999999999999,-17,1
Kansas,Maryland,29.67,20.25,120.0,116.2,90.4,95.9,12.61,8.6,111.4,109.2,98.8,100.6,79,63,9.420000000000002,16,0
Miami FL,Villanova,22.44,32.01,119.4,122.8,96.9,90.8,11.67,10.74,111.6,110.5,99.9,99.7,69,92,-9.569999999999997,-23,1
Duke,Oregon,21.87,22.68,121.9,119.1,100.0,96.4,11.23,9.06,112.0,109.0,100.7,100.0,68,82,-0.8099999999999987,-14,1
Texas A&M,Oklahoma,21.26,23.78,113.8,117.9,92.5,94.1,8.48,13.05,109.6,111.5,101.1,98.5,63,77,-2.5199999999999996,-14,1
North Carolina,Indiana,29.82,23.05,124.4,121.7,94.6,98.7,11.45,6.4,111.7,108.8,100.2,102.4,101,86,6.77,15,0
Notre Dame,Wisconsin,16.6,16.55,120.6,110.1,104.0,93.6,10.75,9.57,111.3,110.3,100.5,100.7,61,56,0.05000000000000071,5,0
Iowa St.,Virginia,20.95,29.64,121.2,120.6,100.3,91.0,12.05,12.67,110.2,112.1,98.1,99.5,71,84,-8.690000000000001,-13,1
Syracuse,Gonzaga,18.57,20.82,112.7,116.3,94.1,95.5,10.21,3.51,110.9,107.3,100.7,103.8,63,60,-2.25,3,0
Villanova,Kansas,32.01,29.67,122.8,120.0,90.8,90.4,10.74,12.61,110.5,111.4,99.7,98.8,64,59,2.3399999999999963,5,0
Oklahoma,Oregon,23.78,22.68,117.9,119.1,94.1,96.4,13.05,9.06,111.5,109.0,98.5,100.0,80,68,1.1000000000000014,12,0
North Carolina,Notre Dame,29.82,16.6,124.4,120.6,94.6,104.0,11.45,10.75,111.7,111.3,100.2,100.5,88,74,13.219999999999999,14,0
Virginia,Syracuse,29.64,18.57,120.6,112.7,91.0,94.1,12.67,10.21,112.1,110.9,99.5,100.7,62,68,11.07,-6,1
Villanova,Oklahoma,32.01,23.78,122.8,117.9,90.8,94.1,10.74,13.05,110.5,111.5,99.7,98.5,95,51,8.229999999999997,44,0
Syracuse,North Carolina,18.57,29.82,112.7,124.4,94.1,94.6,10.21,11.45,110.9,111.7,100.7,100.2,66,83,-11.25,-17,1
North Carolina,Villanova,29.82,32.01,124.4,122.8,94.6,90.8,11.45,10.74,111.7,110.5,100.2,99.7,74,77,-2.1899999999999977,-3,1
Villanova,Mount St. Mary's,29.88,-3.86,122.4,99.5,92.5,103.4,9.33,-4.49,109.8,102.0,100.5,106.5,76,56,33.74,20,0
Troy,Duke,2.04,24.17,109.7,121.0,107.6,96.8,-2.86,11.43,102.4,111.0,105.3,99.6,65,87,-22.130000000000003,-22,1
Baylor,New Mexico St.,24.23,7.89,117.1,110.5,92.9,102.6,13.08,-4.52,111.7,101.0,98.6,105.6,91,73,16.34,18,0
East Tennessee St.,Florida,11.1,27.5,108.0,116.9,96.9,89.5,-1.17,12.46,105.4,110.3,106.6,97.8,65,80,-16.4,-15,1
UNC Wilmington,Virginia,12.46,24.29,118.0,112.2,105.5,88.0,0.4,11.68,105.1,111.5,104.7,99.8,71,76,-11.829999999999998,-5,1
SMU,USC,24.73,13.45,119.8,114.2,95.0,100.7,3.25,5.49,105.3,108.8,102.1,103.3,65,66,11.280000000000001,-1,1
South Carolina,Marquette,20.8,16.58,108.9,120.8,88.1,104.2,10.63,9.03,110.2,109.1,99.5,100.1,93,73,4.220000000000002,20,0
Virginia Tech,Wisconsin,13.8,22.99,117.3,115.1,103.5,92.1,8.23,10.0,110.0,110.6,101.7,100.6,74,84,-9.189999999999998,-10,1
Gonzaga,South Dakota St.,32.05,-1.19,118.4,110.2,86.3,111.4,2.99,-0.59,106.2,104.9,103.3,105.5,66,46,33.239999999999995,20,0
North Dakota,Arizona,0.04,23.31,103.6,118.4,103.5,95.1,-5.66,7.13,103.0,108.7,108.6,101.5,82,100,-23.27,-18,1
Florida St.,Florida Gulf Coast,20.06,5.07,115.5,109.4,95.5,104.4,8.82,-4.8,110.6,103.7,101.8,108.5,86,80,14.989999999999998,6,0
West Virginia,Bucknell,27.17,9.38,116.5,109.7,89.4,100.3,10.84,-3.62,110.1,101.4,99.2,105.0,86,80,17.79,6,0
Notre Dame,Princeton,19.74,12.61,118.1,109.0,98.4,96.4,10.24,-1.08,110.1,103.9,99.8,105.0,60,58,7.129999999999999,2,0
Maryland,Xavier,14.34,16.7,113.1,115.7,98.7,99.0,7.74,11.73,108.3,111.2,100.6,99.5,65,76,-2.3599999999999994,-11,1
Saint Mary's,VCU,23.67,14.07,118.7,110.1,95.0,96.0,0.41,3.65,104.3,105.8,103.9,102.2,85,77,9.600000000000001,8,0
Northwestern,Vanderbilt,15.81,16.53,111.3,112.4,95.5,95.9,8.32,11.43,109.0,110.1,100.7,98.7,68,66,-0.7200000000000006,2,0
UC Davis,Kansas,-4.41,27.45,97.8,121.9,102.2,94.5,-5.31,12.43,100.8,111.2,106.1,98.8,62,100,-31.86,-38,1
Jacksonville St.,Louisville,0.63,25.51,105.8,117.2,105.2,91.7,-1.68,11.14,104.2,111.6,105.9,100.5,63,78,-24.880000000000003,-15,1
Oregon,Iona,25.02,4.2,118.2,110.8,93.2,106.6,8.05,-1.94,109.2,103.7,101.2,105.7,93,77,20.82,16,0
Purdue,Vermont,23.12,11.67,117.0,111.1,93.9,99.4,9.0,-4.42,109.6,103.0,100.6,107.4,80,70,11.450000000000001,10,0
Iowa St.,Nevada,23.45,13.31,119.7,114.6,96.3,101.3,14.05,1.29,112.6,104.5,98.6,103.2,84,73,10.139999999999999,11,0
Rhode Island,Creighton,16.26,18.83,111.5,115.3,95.2,96.5,4.27,8.97,106.8,110.3,102.5,101.3,84,72,-2.5699999999999967,12,0
Oklahoma St.,Michigan,22.48,23.05,126.0,122.3,103.5,99.2,14.42,10.76,112.0,110.3,97.6,99.5,91,92,-0.5700000000000003,-1,1
Miami FL,Michigan St.,15.03,15.51,109.9,111.4,94.9,95.9,9.39,10.99,110.7,110.6,101.3,99.6,58,78,-0.4800000000000004,-20,1
Texas Southern,North Carolina,-4.04,28.22,103.5,120.7,107.5,92.5,-8.49,12.49,100.2,112.0,108.7,99.5,64,103,-32.26,-39,1
Northern Kentucky,Kentucky,1.91,27.72,106.8,119.1,104.9,91.4,-3.35,10.98,102.9,110.5,106.3,99.5,70,79,-25.81,-9,1
Kent St.,UCLA,1.68,23.63,104.9,124.0,103.3,100.4,-1.92,5.17,104.4,108.0,106.3,102.8,80,97,-21.95,-17,1
Winthrop,Butler,4.53,20.76,106.1,117.7,101.6,97.0,-7.13,10.81,100.7,110.8,107.8,100.0,64,76,-16.23,-12,1
Minnesota,Middle Tennessee,16.0,14.95,109.7,112.2,93.7,97.2,8.09,-0.93,108.9,104.4,100.8,105.3,72,81,1.0500000000000007,-9,1
Cincinnati,Kansas St.,22.18,17.44,114.9,113.0,92.8,95.6,4.17,11.56,107.1,110.6,103.0,99.0,75,61,4.739999999999998,14,0
Dayton,Wichita St.,15.57,26.14,111.9,118.7,96.3,92.6,3.64,1.5,105.9,105.0,102.3,103.5,58,64,-10.57,-6,1
Arkansas,Seton Hall,16.25,13.63,116.1,109.4,99.8,95.8,8.37,9.65,108.6,110.2,100.2,100.6,77,71,2.619999999999999,6,0
Wisconsin,Villanova,22.99,29.88,115.1,122.4,92.1,92.5,10.0,9.33,110.6,109.8,100.6,100.5,65,62,-6.890000000000001,3,0
Duke,South Carolina,24.17,20.8,121.0,108.9,96.8,88.1,11.43,10.63,111.0,110.2,99.6,99.5,81,88,3.370000000000001,-7,1
Baylor,USC,24.23,13.45,117.1,114.2,92.9,100.7,13.08,5.49,111.7,108.8,98.6,103.3,82,78,10.780000000000001,4,0
Virginia,Florida,24.29,27.5,112.2,116.9,88.0,89.5,11.68,12.46,111.5,110.3,99.8,97.8,39,65,-3.210000000000001,-26,1
Gonzaga,Northwestern,32.05,15.81,118.4,111.3,86.3,95.5,2.99,8.32,106.2,109.0,103.3,100.7,79,73,16.239999999999995,6,0
Arizona,Saint Mary's,23.31,23.67,118.4,118.7,95.1,95.0,7.13,0.41,108.7,104.3,101.5,103.9,69,60,-0.360000000000003,9,0
Florida St.,Xavier,20.06,16.7,115.5,115.7,95.5,99.0,8.82,11.73,110.6,111.2,101.8,99.5,66,91,3.3599999999999994,-25,1
Notre Dame,West Virginia,19.74,27.17,118.1,116.5,98.4,89.4,10.24,10.84,110.1,110.1,99.8,99.2,71,83,-7.430000000000003,-12,1
Michigan St.,Kansas,15.51,27.45,111.4,121.9,95.9,94.5,10.99,12.43,110.6,111.2,99.6,98.8,70,90,-11.94,-20,1
Louisville,Michigan,25.51,23.05,117.2,122.3,91.7,99.2,11.14,10.76,111.6,110.3,100.5,99.5,69,73,2.460000000000001,-4,1
Rhode Island,Oregon,16.26,25.02,111.5,118.2,95.2,93.2,4.27,8.05,106.8,109.2,102.5,101.2,72,75,-8.759999999999998,-3,1
Purdue,Iowa St.,23.12,23.45,117.0,119.7,93.9,96.3,9.0,14.05,109.6,112.6,100.6,98.6,80,76,-0.3299999999999983,4,0
North Carolina,Arkansas,28.22,16.25,120.7,116.1,92.5,99.8,12.49,8.37,112.0,108.6,99.5,100.2,72,65,11.969999999999999,7,0
Wichita St.,Kentucky,26.14,27.72,118.7,119.1,92.6,91.4,1.5,10.98,105.0,110.5,103.5,99.5,62,65,-1.5799999999999983,-3,1
UCLA,Cincinnati,23.63,22.18,124.0,114.9,100.4,92.8,5.17,4.17,108.0,107.1,102.8,103.0,79,67,1.4499999999999993,12,0
Butler,Middle Tennessee,20.76,14.95,117.7,112.2,97.0,97.2,10.81,-0.93,110.8,104.4,100.0,105.3,74,65,5.810000000000002,9,0
Florida,Wisconsin,27.5,22.99,116.9,115.1,89.5,92.1,12.46,10.0,110.3,110.6,97.8,100.6,84,83,4.510000000000002,1,0
Baylor,South Carolina,24.23,20.8,117.1,108.9,92.9,88.1,13.08,10.63,111.7,110.2,98.6,99.5,50,70,3.4299999999999997,-20,1
Gonzaga,West Virginia,32.05,27.17,118.4,116.5,86.3,89.4,2.99,10.84,106.2,110.1,103.3,99.2,61,58,4.8799999999999955,3,0
Xavier,Arizona,16.7,23.31,115.7,118.4,99.0,95.1,11.73,7.13,111.2,108.7,99.5,101.5,73,71,-6.609999999999999,2,0
Purdue,Kansas,23.12,27.45,117.0,121.9,93.9,94.5,9.0,12.43,109.6,111.2,100.6,98.8,66,98,-4.329999999999998,-32,1
Oregon,Michigan,25.02,23.05,118.2,122.3,93.2,99.2,8.05,10.76,109.2,110.3,101.2,99.5,69,68,1.9699999999999989,1,0
Butler,North Carolina,20.76,28.22,117.7,120.7,97.0,92.5,10.81,12.49,110.8,112.0,100.0,99.5,80,92,-7.459999999999997,-12,1
Kentucky,UCLA,27.72,23.63,119.1,124.0,91.4,100.4,10.98,5.17,110.5,108.0,99.5,102.8,86,75,4.09,11,0
South Carolina,Florida,20.8,27.5,108.9,116.9,88.1,89.5,10.63,12.46,110.2,110.3,99.5,97.8,77,70,-6.699999999999999,7,0
Xavier,Gonzaga,16.7,32.05,115.7,118.4,99.0,86.3,11.73,2.99,111.2,106.2,99.5,103.3,59,83,-15.349999999999998,-24,1
Oregon,Kansas,25.02,27.45,118.2,121.9,93.2,94.5,8.05,12.43,109.2,111.2,101.2,98.8,74,60,-2.4299999999999997,14,0
Kentucky,North Carolina,27.72,28.22,119.1,120.7,91.4,92.5,10.98,12.49,110.5,112.0,99.5,99.5,73,75,-0.5,-2,1
South Carolina,Gonzaga,20.8,32.05,108.9,118.4,88.1,86.3,10.63,2.99,110.2,106.2,99.5,103.3,73,77,-11.249999999999996,-4,1
North Carolina,Oregon,28.22,25.02,120.7,118.2,92.5,93.2,12.49,8.05,112.0,109.2,99.5,101.2,77,76,3.1999999999999993,1,0
North Carolina,Gonzaga,28.22,32.05,120.7,118.4,92.5,86.3,12.49,2.99,112.0,106.2,99.5,103.3,71,65,-3.8299999999999983,6,0
UMBC,Virginia,0.5,29.53,103.1,115.2,102.6,85.6,-4.38,9.24,102.7,110.0,107.1,100.7,74,54,-29.03,20,0
Cincinnati,Georgia St.,26.6,6.92,113.4,108.8,86.8,101.9,3.46,-2.51,106.9,103.4,103.4,105.9,68,53,19.68,15,0
Tennessee,Wright St.,22.27,2.89,114.6,100.6,92.4,97.7,11.01,-3.79,111.2,102.7,100.2,106.5,73,47,19.38,26,0
Arizona,Buffalo,17.7,11.53,118.0,114.7,100.4,103.2,5.96,-0.06,108.5,105.1,102.5,105.2,68,89,6.17,-21,1
Kentucky,Davidson,20.44,14.7,115.8,117.0,95.4,102.3,10.91,2.11,110.8,105.6,99.8,103.5,78,73,5.740000000000002,5,0
Miami FL,Loyola Chicago,15.43,16.39,112.9,111.4,97.4,95.0,8.08,2.48,109.1,104.8,101.0,102.3,62,64,-0.9600000000000009,-2,1
Texas,Nevada,15.43,18.39,109.5,120.2,94.1,101.8,11.77,5.13,111.4,107.0,99.6,101.8,83,87,-2.960000000000001,-4,1
Kansas St.,Creighton,14.77,16.91,110.1,115.5,95.3,98.6,9.39,9.4,111.0,110.8,101.6,101.4,69,59,-2.1400000000000006,10,0
Texas Southern,Xavier,-6.65,21.51,104.6,120.1,111.2,98.6,-6.3,9.35,101.0,109.9,107.3,100.6,83,102,-28.160000000000004,-19,1
North Carolina,Lipscomb,23.59,0.43,120.3,103.2,96.7,102.8,13.26,-4.31,111.6,103.2,98.3,107.5,84,66,23.16,18,0
Montana,Michigan,10.4,24.2,108.8,114.7,98.4,90.5,-1.96,10.32,104.0,111.4,106.0,101.1,47,61,-13.799999999999999,-14,1
Gonzaga,UNC Greensboro,23.03,9.22,118.1,104.9,95.1,95.7,1.57,-4.57,106.4,103.7,104.8,108.2,68,64,13.81,4,0
South Dakota St.,Ohio St.,10.2,21.16,113.8,116.0,103.6,94.9,-0.09,8.75,105.8,109.8,105.9,101.1,73,81,-10.96,-8,1
Houston,San Diego St.,20.24,14.09,114.6,110.5,94.4,96.4,3.9,3.46,106.6,107.2,102.7,103.8,67,65,6.149999999999999,2,0
Providence,Texas A&M,12.17,16.96,108.9,111.3,96.7,94.4,10.58,11.69,111.6,111.8,101.1,100.1,69,73,-4.790000000000001,-4,1
Florida St.,Missouri,17.77,14.83,114.3,111.9,96.5,97.0,9.27,9.55,109.6,109.8,100.3,100.2,67,54,2.9399999999999995,13,0
Villanova,Radford,33.76,0.07,127.8,102.9,94.0,102.9,11.31,-4.03,111.3,102.8,100.0,106.9,87,61,33.69,26,0
Purdue,Cal St. Fullerton,26.27,0.62,122.7,103.7,96.4,103.1,9.02,-1.2,109.1,103.8,100.1,105.0,74,48,25.65,26,0
Texas Tech,Stephen F. Austin,22.59,5.58,113.3,104.5,90.8,99.0,10.31,-7.16,110.7,100.6,100.4,107.8,70,60,17.009999999999998,10,0
Wichita St.,Marshall,19.03,6.53,121.0,109.4,101.9,102.9,5.13,0.07,107.3,105.6,102.2,105.5,75,81,12.5,-6,1
Murray St.,West Virginia,12.19,22.44,112.9,119.4,100.7,96.9,-3.56,10.59,102.9,109.9,106.4,99.3,68,85,-10.250000000000002,-17,1
Florida,St. Bonaventure,18.96,11.21,114.5,110.8,95.5,99.5,10.74,2.8,110.2,107.0,99.5,104.2,77,62,7.75,15,0
Butler,Arkansas,19.05,14.69,116.2,116.3,97.2,101.7,11.21,9.9,112.0,110.5,100.8,100.6,79,62,4.360000000000001,17,0
Alabama,Virginia Tech,13.41,16.03,108.7,115.3,95.2,99.3,11.17,7.91,110.9,109.2,99.7,101.3,86,83,-2.620000000000001,3,0
Kansas,Penn,23.49,3.69,120.9,103.1,97.4,99.4,12.41,-4.15,111.7,103.7,99.3,107.8,76,60,19.799999999999997,16,0
Duke,Iona,28.86,2.63,122.4,110.0,93.6,107.3,10.6,-2.12,110.4,103.1,99.8,105.2,89,67,26.23,22,0
Michigan St.,Bucknell,25.41,7.31,119.2,109.5,93.8,102.2,6.64,-4.35,108.6,102.8,101.9,107.1,82,78,18.1,4,0
College of Charleston,Auburn,5.16,18.69,108.7,115.4,103.6,96.7,-4.06,7.52,104.8,108.8,108.9,101.3,58,62,-13.530000000000001,-4,1
Clemson,New Mexico St.,21.65,12.92,114.2,107.9,92.6,95.0,10.22,-1.4,110.6,104.0,100.4,105.4,79,68,8.729999999999999,11,0
TCU,Syracuse,18.47,14.82,119.7,107.0,101.2,92.2,9.67,9.81,110.7,111.3,101.0,101.5,52,57,3.6499999999999986,-5,1
Rhode Island,Oklahoma,13.93,14.16,111.1,114.6,97.2,100.5,3.49,11.68,107.6,111.3,104.1,99.6,83,78,-0.23000000000000043,5,0
North Carolina St.,Seton Hall,14.52,18.04,116.3,116.9,101.8,98.8,7.71,10.12,108.6,110.5,100.9,100.4,83,94,-3.5199999999999996,-11,1
UMBC,Kansas St.,0.5,14.77,103.1,110.1,102.6,95.3,-4.38,9.39,102.7,111.0,107.1,101.6,43,50,-14.27,-7,1
Nevada,Cincinnati,18.39,26.6,120.2,113.4,101.8,86.8,5.13,3.46,107.0,106.9,101.8,103.4,75,73,-8.21,2,0
Tennessee,Loyola Chicago,22.27,16.39,114.6,111.4,92.4,95.0,11.01,2.48,111.2,104.8,100.2,102.3,62,63,5.879999999999999,-1,1
Kentucky,Buffalo,20.44,11.53,115.8,114.7,95.4,103.2,10.91,-0.06,110.8,105.1,99.8,105.2,95,75,8.910000000000002,20,0
Florida St.,Xavier,17.77,21.51,114.3,120.1,96.5,98.6,9.27,9.35,109.6,109.9,100.3,100.6,75,70,-3.740000000000002,5,0
North Carolina,Texas A&M,23.59,16.96,120.3,111.3,96.7,94.4,13.26,11.69,111.6,111.8,98.3,100.1,65,86,6.629999999999999,-21,1
Houston,Michigan,20.24,24.2,114.6,114.7,94.4,90.5,3.9,10.32,106.6,111.4,102.7,101.1,63,64,-3.960000000000001,-1,1
Ohio St.,Gonzaga,21.16,23.03,116.0,118.1,94.9,95.1,8.75,1.57,109.8,106.4,101.1,104.8,84,90,-1.870000000000001,-6,1
Alabama,Villanova,13.41,33.76,108.7,127.8,95.2,94.0,11.17,11.31,110.9,111.3,99.7,100.0,58,81,-20.349999999999998,-23,1
Purdue,Butler,26.27,19.05,122.7,116.2,96.4,97.2,9.02,11.21,109.1,112.0,100.1,100.8,76,73,7.219999999999999,3,0
Florida,Texas Tech,18.96,22.59,114.5,113.3,95.5,90.8,10.74,10.31,110.2,110.7,99.5,100.4,66,69,-3.629999999999999,-3,1
Marshall,West Virginia,6.53,22.44,109.4,119.4,102.9,96.9,0.07,10.59,105.6,109.9,105.5,99.3,71,94,-15.91,-23,1
Kansas,Seton Hall,23.49,18.04,120.9,116.9,97.4,98.8,12.41,10.12,111.7,110.5,99.3,100.4,83,79,5.449999999999999,4,0
Duke,Rhode Island,28.86,13.93,122.4,111.1,93.6,97.2,10.6,3.49,110.4,107.6,99.8,104.1,87,62,14.93,25,0
Syracuse,Michigan St.,14.82,25.41,107.0,119.2,92.2,93.8,9.81,6.64,111.3,108.6,101.5,101.9,55,53,-10.59,2,0
Clemson,Auburn,21.65,18.69,114.2,115.4,92.6,96.7,10.22,7.52,110.6,108.8,100.4,101.3,84,53,2.9599999999999973,31,0
Kentucky,Kansas St.,20.44,14.77,115.8,110.1,95.4,95.3,10.91,9.39,110.8,111.0,99.8,101.6,58,61,5.670000000000002,-3,1
Nevada,Loyola Chicago,18.39,16.39,120.2,111.4,101.8,95.0,5.13,2.48,107.0,104.8,101.8,102.3,68,69,2.0,-1,1
Gonzaga,Florida St.,23.03,17.77,118.1,114.3,95.1,96.5,1.57,9.27,106.4,109.6,104.8,100.3,60,75,5.260000000000002,-15,1
Texas A&M,Michigan,16.96,24.2,111.3,114.7,94.4,90.5,11.69,10.32,111.8,111.4,100.1,101.1,72,99,-7.239999999999998,-27,1
Villanova,West Virginia,33.76,22.44,127.8,119.4,94.0,96.9,11.31,10.59,111.3,109.9,100.0,99.3,90,78,11.319999999999997,12,0
Texas Tech,Purdue,22.59,26.27,113.3,122.7,90.8,96.4,10.31,9.02,110.7,109.1,100.4,100.1,78,65,-3.6799999999999997,13,0
Kansas,Clemson,23.49,21.65,120.9,114.2,97.4,92.6,12.41,10.22,111.7,110.6,99.3,100.4,80,76,1.8399999999999999,4,0
Syracuse,Duke,14.82,28.86,107.0,122.4,92.2,93.6,9.81,10.6,111.3,110.4,101.5,99.8,65,69,-14.04,-4,1
Kansas St.,Loyola Chicago,14.77,16.39,110.1,111.4,95.3,95.0,9.39,2.48,111.0,104.8,101.6,102.3,62,78,-1.620000000000001,-16,1
Florida St.,Michigan,17.77,24.2,114.3,114.7,96.5,90.5,9.27,10.32,109.6,111.4,100.3,101.1,54,58,-6.43,-4,1
Texas Tech,Villanova,22.59,33.76,113.3,127.8,90.8,94.0,10.31,11.31,110.7,111.3,100.4,100.0,59,71,-11.169999999999998,-12,1
Duke,Kansas,28.86,23.49,122.4,120.9,93.6,97.4,10.6,12.41,110.4,111.7,99.8,99.3,81,85,5.370000000000001,-4,1
Loyola Chicago,Michigan,16.39,24.2,111.4,114.7,95.0,90.5,2.48,10.32,104.8,111.4,102.3,101.1,57,69,-7.809999999999999,-12,1
Kansas,Villanova,23.49,33.76,120.9,127.8,97.4,94.0,12.41,11.31,111.7,111.3,99.3,100.0,79,95,-10.27,-16,1
Michigan,Villanova,24.2,33.76,114.7,127.8,90.5,94.0,10.32,11.31,111.4,111.3,101.1,100.0,62,79,-9.559999999999999,-17,1
